name,address,latitude,longitude
Knowth,Unknown Address,53.7023201,-6.4902479
Unknown,Unknown Address,53.298308,-6.287302
Unknown,Unknown Address,53.2988653,-6.2870027
Unknown,Unknown Address,53.3012134,-9.077181
Unknown,Unknown Address,52.1069144,-9.7894168
Devils Chimney Waterfall Car Park,Unknown Address,54.3404429,-8.3931885
Unknown,Unknown Address,53.2730751,-9.3316159
Unknown,Unknown Address,53.2604831,-9.2447052
Unknown,Unknown Address,53.240764,-9.3449691
Unknown,Unknown Address,54.9488616,-8.3585784
Unknown,Unknown Address,53.3963744,-8.0289781
Unknown,Unknown Address,54.7474906,-8.7019412
Unknown,Unknown Address,53.4541345,-7.1002992
Unknown,Unknown Address,53.6531337,-9.3638615
Unknown,Unknown Address,53.2274706,-8.8809019
Unknown,Unknown Address,53.22348,-9.5223806
Unknown,Unknown Address,53.2290325,-9.5304111
Unknown,Unknown Address,53.233764,-9.5407027
Unknown,Unknown Address,53.0866734,-8.8226067
Unknown,Unknown Address,53.332417,-9.6378306
Unknown,Unknown Address,53.3408831,-9.6634975
Unknown,Unknown Address,53.3374609,-9.5945644
Unknown,Unknown Address,53.3487868,-9.6403036
Unknown,Unknown Address,53.3540374,-9.6436813
Unknown,Unknown Address,52.4651451,-7.9063378
Unknown,Unknown Address,52.107944,-9.7882161
Unknown,Unknown Address,55.2245913,-7.8138962
Unknown,Unknown Address,53.2622562,-9.601779
Unknown,Unknown Address,55.2475175,-7.7020661
Unknown,Unknown Address,53.7383742,-9.2651427
Kells Bay Gardens,Unknown Address,52.0229317,-10.0998141
Erneside Multistorey,Unknown Address,54.3425373,-7.6344298
Unknown,Unknown Address,54.7973792,-8.2814061
Unknown,Unknown Address,54.7937653,-8.279629
Unknown,Unknown Address,53.3284755,-8.1846447
Unknown,Unknown Address,54.7092178,-7.9705696
Unknown,Unknown Address,54.5969222,-7.2707249
Unknown,Unknown Address,54.5996893,-7.2751245
Unknown,Unknown Address,53.8846534,-6.3486897
Unknown,Unknown Address,54.59814,-5.9240125
Unknown,Unknown Address,54.447225,-8.2840971
Unknown,Unknown Address,54.4463388,-8.2895072
Unknown,Unknown Address,53.3127775,-6.3590054
Unknown,Unknown Address,52.2937693,-8.2055598
Unknown,Unknown Address,53.2967539,-9.0041722
Unknown,Unknown Address,53.2972429,-9.0045478
Unknown,Unknown Address,53.2975596,-9.0033608
Unknown,Unknown Address,53.2981087,-9.0022676
Unknown,Unknown Address,53.2986497,-9.0015165
Unknown,Unknown Address,53.2994674,-9.0013086
Unknown,Unknown Address,53.2995515,-8.9954674
Unknown,Unknown Address,53.2999363,-8.9966343
Unknown,Unknown Address,53.3000645,-8.9998534
Unknown,Unknown Address,53.3008982,-8.9988876
Unknown,Unknown Address,54.1132546,-8.5726866
Unknown,Unknown Address,52.1740965,-8.2398544
Unknown,Unknown Address,54.6414773,-8.3893146
Unknown,Unknown Address,53.2484754,-6.1464384
Unknown,Unknown Address,53.2784531,-9.660508
Unknown,Unknown Address,53.2734544,-9.0726347
Unknown,Unknown Address,52.5640048,-8.7783765
Unknown,Unknown Address,54.4612871,-5.8373466
DÃºn a RÃ­ Forest Park,Unknown Address,53.9188569,-6.7932061
Parklands Multi-Storey Car Park,Unknown Address,52.2677198,-9.7071063
Unknown,Unknown Address,53.3300126,-6.2489392
Unknown,Unknown Address,54.9134646,-6.9025601
Unknown,Unknown Address,54.3264693,-8.3281717
Unknown,Unknown Address,52.5813948,-8.1678464
Unknown,Unknown Address,54.5770478,-5.8702207
Unknown,Unknown Address,53.7859004,-8.8526962
Church Car Park,Unknown Address,54.4056835,-5.8111343
Unknown,Unknown Address,54.4011433,-5.8120838
Unknown,Unknown Address,54.6251602,-5.757669
Unknown,Unknown Address,53.2015114,-8.5824459
Unknown,Unknown Address,53.2902976,-6.2872384
Unknown,Unknown Address,53.6500004,-9.6438191
Unknown,Unknown Address,54.1581367,-7.4662211
Unknown,Unknown Address,53.4196182,-7.9077265
Unknown,Unknown Address,53.4175063,-7.9052232
Unknown,Unknown Address,53.515508,-9.5607453
Unknown,Unknown Address,53.9541766,-9.3155503
Unknown,Unknown Address,52.263392,-9.7001693
Unknown,Unknown Address,53.2932904,-6.1936106
Unknown,Unknown Address,53.292525,-6.1931204
Unknown,Unknown Address,53.2498084,-9.579378
Unknown,Unknown Address,53.234673,-9.3946033
CÃ©ibh An SpidÃ©il,Unknown Address,53.2418073,-9.3112806
Unknown,Unknown Address,53.2403398,-9.600946
Unknown,Unknown Address,53.5421146,-9.2874143
Unknown,Unknown Address,54.0479404,-8.0520855
Unknown,Unknown Address,54.4092598,-7.171765
Unknown,Unknown Address,54.4144776,-6.1538241
Unknown,Unknown Address,54.4142934,-6.1615489
Unknown,Braemor Park,53.3035334,-6.2667508
Unknown,Unknown Address,54.4130259,-6.1359988
Unknown,Unknown Address,52.7800536,-8.8802656
Unknown,Unknown Address,53.976166,-9.0394072
Unknown,Unknown Address,54.0959576,-10.1110226
Redburn Country Park,Unknown Address,54.6212146,-5.844942
Orlock Point,Unknown Address,54.6693006,-5.5746605
Erris Head,Unknown Address,54.2885565,-9.9885619
Unknown,Unknown Address,54.2431257,-8.8099908
Unknown,Unknown Address,54.1721656,-7.7711131
Unknown,Unknown Address,54.4843753,-8.0975381
Unknown,Unknown Address,54.5071929,-8.1082589
Unknown,Unknown Address,53.0910776,-6.1125941
Unknown,Unknown Address,53.6299453,-9.610446
Unknown,Unknown Address,53.6515999,-9.6406585
Unknown,Unknown Address,53.6463524,-9.7473495
Unknown,Unknown Address,54.5078029,-8.2250961
Unknown,Unknown Address,54.4979025,-8.1933463
Unknown,Unknown Address,54.5062443,-7.9481365
Unknown,Unknown Address,54.4066879,-7.626588
Unknown,Unknown Address,54.2479295,-7.6285084
Unknown,Unknown Address,53.287637,-6.148415
Unknown,Unknown Address,53.323798,-6.3277544
Unknown,Unknown Address,53.2565913,-6.1147939
Green Car Park,Ballinteer Road,53.2889613,-6.2446632
Red Car Park,Sandyford Road,53.2862418,-6.2391647
Red Car Park,Sandyford Road,53.2860532,-6.2399261
Unknown,Unknown Address,52.5517208,-9.1466163
Unknown,Unknown Address,53.2717194,-6.2042465
Unknown,Unknown Address,53.2717964,-6.203544
Unknown,Unknown Address,53.2722835,-6.2016494
Unknown,Unknown Address,54.7161371,-6.1618524
Unknown,Unknown Address,54.700796,-6.1495277
Unknown,Unknown Address,53.2721662,-6.2817863
Unknown,Unknown Address,53.2890821,-6.2459585
Unknown,Unknown Address,54.4729679,-7.6383814
Unknown,Unknown Address,53.2820767,-6.2422836
Unknown,Unknown Address,53.2828144,-6.2446541
Unknown,Unknown Address,54.871403,-6.3042483
Unknown,Unknown Address,53.2989612,-6.2325418
Clearwater Court,Church Road,53.1454645,-6.0634351
Unknown,Unknown Address,53.3260033,-6.2453614
Unknown,Unknown Address,53.3570256,-6.2318537
Unknown,Unknown Address,53.299358,-6.2039339
Unknown,Unknown Address,53.3126623,-6.2045748
Unknown,Unknown Address,53.312745,-6.2031611
Unknown,Unknown Address,53.3433225,-6.2967007
Unknown,Unknown Address,52.1060429,-9.7906153
Unknown,Unknown Address,53.282702,-6.1456547
Unknown,Unknown Address,53.3005816,-6.2279133
Unknown,Unknown Address,53.2989004,-6.2455372
Unknown,Unknown Address,53.394651,-6.2630052
Unknown,Unknown Address,53.3209555,-6.2347205
Unknown,Unknown Address,53.2773904,-6.2150907
Unknown,Unknown Address,53.2774382,-6.215043
Unknown,Unknown Address,53.3460249,-6.3075727
Unknown,Unknown Address,53.2825459,-6.3772225
Unknown,Unknown Address,53.1107605,-6.2583872
Unknown,Unknown Address,53.2441633,-9.3001361
Unknown,Unknown Address,53.3132191,-6.234941
Unknown,Unknown Address,53.186072,-6.1799056
Unknown,Unknown Address,53.2501716,-6.1321108
Unknown,Unknown Address,53.9835467,-8.2315714
Unknown,Unknown Address,53.3416412,-6.3266686
Unknown,Unknown Address,53.9430814,-8.0923746
Unknown,Unknown Address,53.9431399,-8.0915673
Unknown,Unknown Address,53.9432323,-8.0909554
Unknown,Unknown Address,53.9433435,-8.0903595
Unknown,Unknown Address,52.2165875,-6.7199973
Unknown,Unknown Address,54.0035217,-6.3960001
Unknown,Unknown Address,53.2769374,-6.215616
Unknown,Unknown Address,54.0047278,-6.4033448
Unknown,Unknown Address,53.5204294,-9.4248626
Unknown,Unknown Address,54.2115775,-9.0986149
Unknown,Unknown Address,53.5230049,-9.3928966
Unknown,Unknown Address,53.3291743,-8.4060569
Unknown,Unknown Address,52.654008,-8.562032
Unknown,Unknown Address,53.270811,-8.4104166
Unknown,Unknown Address,53.3409078,-6.2846135
Unknown,Unknown Address,53.6322246,-6.6648065
Unknown,Unknown Address,55.4856216,-5.7131347
Unknown,Unknown Address,53.3279581,-6.3918679
Dunnes Stores Car Park,Barrack Street,52.5028266,-6.5686836
Unknown,Unknown Address,53.5853233,-9.5038731
Unknown,Unknown Address,53.3486654,-6.2511019
Unknown,Unknown Address,53.6697242,-6.9315759
Unknown,Unknown Address,53.2684944,-9.1004145
Unknown,Unknown Address,53.2684583,-9.0998905
Unknown,Unknown Address,53.2688393,-9.1002249
Unknown,Unknown Address,52.9789467,-6.0377632
Unknown,Unknown Address,53.2686671,-9.0776721
Unknown,Unknown Address,53.4848041,-9.4555856
Unknown,Unknown Address,53.3865756,-9.22505
Unknown,Unknown Address,52.1411507,-10.265307
Unknown,Unknown Address,53.6161971,-6.1831344
Unknown,Unknown Address,52.0672531,-9.5467684
Unknown,Northbrook Road,53.3287779,-6.2540511
Unknown,Unknown Address,53.9644055,-6.3643442
Unknown,Unknown Address,53.9981379,-6.4054437
Unknown,Unknown Address,52.9449536,-9.0679156
Unknown,Unknown Address,52.9453197,-9.0625698
Unknown,Unknown Address,53.3897754,-6.2989838
Unknown,Unknown Address,55.0050341,-7.3219181
Unknown,Unknown Address,55.0574085,-7.9379076
Unknown,Unknown Address,53.4318442,-8.2625852
Unknown,Unknown Address,53.4403186,-8.2371609
Unknown,Unknown Address,53.2819477,-8.1488683
Unknown,Unknown Address,53.7689264,-9.8243419
Unknown,Unknown Address,53.7623704,-9.8094862
Unknown,Unknown Address,54.303762,-8.1756421
Unknown,Unknown Address,54.4146699,-7.7279655
Unknown,Leeson Street Lower,53.3353902,-6.2565702
Conrad Hotel,Earlsfort Terrace,53.33506,-6.2575074
Earslfort Centre,Hatch Street Lower,53.3342585,-6.2578823
Unknown,Unknown Address,52.0604063,-9.4823734
Unknown,Unknown Address,53.7118529,-6.3524827
Unknown,Unknown Address,53.7027998,-6.3779431
Unknown,Grove Road,53.3295857,-6.2675763
Unknown,Unknown Address,53.8299111,-6.3952469
Unknown,Unknown Address,53.4058288,-6.2879523
Unknown,Unknown Address,53.4065388,-6.2858447
Unknown,Unknown Address,53.3446896,-6.2393187
Unknown,Unknown Address,53.4908033,-6.1396226
Unknown,Unknown Address,52.0246219,-10.1041995
Unknown,Unknown Address,52.2285882,-9.4644984
Unknown,Unknown Address,52.2766643,-9.8238367
Unknown,Unknown Address,53.7619305,-8.7673116
Unknown,Unknown Address,52.8241731,-7.8721529
Unknown,Unknown Address,54.6319807,-8.5865558
Unknown,Unknown Address,55.1833293,-7.971809
Unknown,Unknown Address,54.9931796,-7.319287
Unknown,Unknown Address,52.781816,-8.7179766
Unknown,Unknown Address,52.8195482,-8.6533331
SuperValu Multistorey,Unknown Address,53.487895,-10.0237573
Unknown,Unknown Address,53.9723362,-8.4748897
Moyvalley Golf Course Parking,Unknown Address,53.4159811,-6.9226281
Unknown,Unknown Address,53.2299514,-8.8629316
Ballyhoura Canon Sheehan Loop,Unknown Address,52.2717281,-8.509341
Unknown,Malahide Road,53.3811092,-6.2075117
Unknown,Unknown Address,54.0038463,-6.4027736
Unknown,Unknown Address,53.3842239,-6.5877086
Layby,Unknown Address,55.0800285,-6.806248
Unknown,Unknown Address,52.1501185,-10.4663495
Unknown,Unknown Address,53.3403734,-6.1797923
Unknown,Unknown Address,52.8664928,-8.1999184
Unknown,Unknown Address,54.4093677,-6.7490756
Unknown,Unknown Address,52.023587,-9.4883152
Unknown,Unknown Address,53.3434975,-6.2731621
Unknown,Unknown Address,52.4556385,-9.0523282
Unknown,Unknown Address,52.4560803,-9.0527091
Unknown,Unknown Address,52.4502117,-9.0541383
Les Buissonnets,Sweetman's Avenue,53.2993,-6.1777627
Unknown,Unknown Address,52.5547662,-8.7910711
Unknown,Unknown Address,55.0275755,-8.2718056
Shelbourne Hotel Car Park,Kildare Street,53.3395602,-6.2562076
Unknown,Unknown Address,53.4043138,-6.2442893
Unknown,Unknown Address,52.8885842,-6.2074781
Unknown,Unknown Address,52.0363388,-10.0281052
Unknown,Unknown Address,52.1684009,-7.5964986
Unknown,Unknown Address,53.1205972,-9.1577365
Unknown,Unknown Address,54.5775783,-5.8843019
Unknown,Unknown Address,52.8393576,-6.9119849
Fermoy Car Park,Unknown Address,52.1369971,-8.2765008
Unknown,Unknown Address,53.32529,-6.2247367
Unknown,Unknown Address,53.6639422,-6.6702881
Grand Canal Square,Unknown Address,53.3434679,-6.2397641
Unknown,Unknown Address,53.3481908,-6.2388438
Unknown,Unknown Address,55.1986575,-7.5396062
Unknown,Unknown Address,54.9599258,-5.9174506
Unknown,Unknown Address,54.9526175,-5.9113404
Unknown,Unknown Address,53.2270873,-8.8804881
Unknown,Unknown Address,55.1323124,-6.3777992
Disabled,Unknown Address,52.3956697,-6.9306059
Unknown,Unknown Address,53.2407217,-9.3121647
Parking for the Woods,Unknown Address,52.5503135,-8.057657
Unknown,Unknown Address,53.4047655,-6.2539844
Unknown,Unknown Address,54.5953887,-5.6988822
Unknown,Unknown Address,52.8614255,-8.2118325
Cumber Forest Car Park,Unknown Address,54.9061044,-7.1578484
Unknown,Unknown Address,53.287932,-6.1397852
Unknown,Unknown Address,53.260181,-8.707729
Unknown,Unknown Address,53.3956616,-8.6235112
Unknown,Unknown Address,53.3016281,-6.2752261
Unknown,Unknown Address,53.3010854,-6.2833529
Unknown,Unknown Address,53.292063,-6.2812917
Unknown,Unknown Address,53.2934906,-6.3028088
Unknown,Unknown Address,53.3049864,-6.2065973
Unknown,Unknown Address,53.2870049,-6.3282964
Unknown,Unknown Address,53.287181,-6.3278982
Unknown,Unknown Address,53.4155444,-6.3621331
Unknown,Unknown Address,53.4139486,-6.3650078
Unknown,Unknown Address,55.1029606,-6.5977192
Unknown,Unknown Address,53.2825753,-6.3772293
Hagâ€™s Bed,Unknown Address,52.174114,-8.3345415
Unknown,Unknown Address,53.3250103,-6.2679179
Dunnamore Riverside Walk,Unknown Address,54.6673747,-6.9298987
Unknown,Unknown Address,53.4442778,-6.8022158
Unknown,Unknown Address,53.3443696,-6.2979465
HSQ Office parking,Unknown Address,53.3440763,-6.2990666
HSQ Residental/Office parking,Unknown Address,53.344126,-6.2986447
Unknown,Unknown Address,52.4018645,-6.9297065
Unknown,Unknown Address,53.2824537,-6.1611836
Unknown,Unknown Address,53.2829262,-6.1621705
Unknown,Unknown Address,53.2829915,-6.1634413
Unknown,Unknown Address,52.4966297,-6.5718384
Unknown,Unknown Address,52.4949302,-6.5754986
Unknown,Unknown Address,53.2832953,-6.1956482
Cill Dara Primary Care car park,Unknown Address,53.1536164,-6.9023109
Unknown,Unknown Address,52.221702,-6.7888083
Unknown,Unknown Address,52.6668552,-8.6207328
Unknown,Unknown Address,52.1789426,-6.5910332
Unknown,Unknown Address,52.2152682,-6.4918597
Unknown,Unknown Address,52.1873583,-6.5224212
Unknown,Unknown Address,52.2672034,-6.7540941
Unknown,Unknown Address,52.2671176,-6.7547899
Thomas Street Car Park,Unknown Address,52.6616247,-8.623977
Unknown,Unknown Address,53.7569259,-8.7638318
Unknown,Unknown Address,53.9692317,-10.1566809
Unknown,Unknown Address,53.9704655,-10.1902863
Unknown,Unknown Address,52.454881,-6.8487103
Disabled,Unknown Address,54.5790866,-5.9804898
Unknown,Unknown Address,53.4515109,-6.2277434
Unknown,Unknown Address,52.5716019,-9.8351912
Courttown Woodland car park,Unknown Address,52.648621,-6.2372491
Unknown,Unknown Address,54.9677087,-5.9574178
Unknown,Unknown Address,54.9689988,-5.9502125
Unknown,Unknown Address,54.9686638,-5.952901
Unknown,Unknown Address,54.9677717,-5.9598094
Unknown,Unknown Address,53.3951241,-6.2136088
Unknown,Unknown Address,53.2896569,-6.1487648
Unknown,Unknown Address,53.3411774,-6.3021831
Unknown,Unknown Address,53.3206193,-6.2652688
Unknown,Unknown Address,53.3369078,-6.2496981
Unknown,Unknown Address,53.4655934,-6.2143268
Unknown,Unknown Address,54.4146792,-6.7447432
Unknown,Unknown Address,52.4964512,-6.5716338
Unknown,Unknown Address,53.4224953,-6.1353682
Unknown,Unknown Address,52.1315009,-8.1745404
Unknown,Unknown Address,53.2917372,-6.2748329
Unknown,Broombridge Road,53.3723581,-6.2991461
Unknown,Unknown Address,52.6599309,-8.6278782
Unknown,Unknown Address,53.1730919,-6.5272334
Unknown,Unknown Address,52.9362001,-8.8971233
Unknown,Unknown Address,53.4364185,-6.1247717
Unknown,Unknown Address,53.35867,-6.2648733
Unknown,Unknown Address,53.363645,-6.2592869
Unknown,Unknown Address,55.1539563,-7.1453346
Unknown,Unknown Address,53.6444535,-6.6822607
Unknown,Unknown Address,53.401863,-6.2715664
Unknown,Unknown Address,53.1571191,-9.0882923
Blackhall bridge,Unknown Address,53.1445768,-7.2072378
Unknown,Unknown Address,53.3233708,-6.2398375
Unknown,Unknown Address,53.4732745,-7.0111799
Unknown,Unknown Address,53.4292442,-6.9160545
Unknown,Unknown Address,53.4963369,-7.1265664
Unknown,Unknown Address,53.4454365,-6.2154553
Unknown,Unknown Address,53.3433872,-6.2508057
Unknown,Unknown Address,53.490377,-7.2026541
Unknown,Unknown Address,53.4945946,-7.1555931
Unknown,Unknown Address,53.5097686,-7.2896078
Unknown,Unknown Address,53.2560243,-6.2200784
Unknown,Unknown Address,53.2707989,-6.3265842
Unknown,Unknown Address,53.3204422,-6.3887911
Unknown,Unknown Address,53.3210738,-6.3898901
Unknown,Unknown Address,53.3709076,-6.2385731
Unknown,Unknown Address,52.7687389,-8.3271136
Unknown,Unknown Address,53.2877805,-6.2453686
Unknown,Unknown Address,53.3772599,-6.2755979
Unknown,Unknown Address,53.4282211,-8.8369304
Unknown,Unknown Address,53.3843288,-6.1757897
Unknown,Unknown Address,54.8117672,-5.9050223
Unknown,Unknown Address,54.7372569,-5.962694
Unknown,Unknown Address,54.2587195,-8.4610793
Unknown,Unknown Address,54.6470728,-8.6720593
Unknown,Unknown Address,53.2720539,-6.2470268
Unknown,Unknown Address,52.3362134,-6.4625124
Unknown,Unknown Address,53.1289213,-6.5225181
Unknown,Unknown Address,55.0260316,-6.9371086
Unknown,Unknown Address,53.3040217,-6.3657801
Unknown,Unknown Address,53.2716321,-6.1258042
Unknown,Unknown Address,53.2532315,-6.1246679
Unknown,Unknown Address,53.4924504,-6.1359991
Unknown,Unknown Address,52.8382858,-8.9624579
Glenabo Carpark,Unknown Address,52.1279641,-8.2982502
Unknown,Unknown Address,52.986947,-9.14
Unknown,Unknown Address,53.2792487,-6.2889004
Unknown,Unknown Address,54.9922636,-5.9900856
Unknown,Unknown Address,54.2440192,-8.4454983
Unknown,Unknown Address,54.2708999,-8.4794296
Unknown,Unknown Address,54.2118439,-8.5071757
Unknown,Unknown Address,54.2678917,-8.4700781
Unknown,Unknown Address,54.3433394,-7.6391063
Unknown,Unknown Address,53.3519603,-6.3364242
Unknown,Unknown Address,53.3523012,-6.3382131
Unknown,Unknown Address,52.4061533,-8.1221033
Disabled,Unknown Address,54.2724364,-8.473977
Ebrington,Unknown Address,54.9970866,-7.3117114
Unknown,Unknown Address,53.9727845,-10.0848256
Unknown,Unknown Address,53.9751223,-10.0754642
Unknown,Unknown Address,53.9694773,-10.1598164
Unknown,Unknown Address,54.1441502,-9.7399209
Unknown,Unknown Address,52.9577795,-7.7988536
Unknown,Unknown Address,55.0553254,-7.0408464
Unknown,Unknown Address,55.0958333,-7.0221226
Unknown,Unknown Address,55.079613,-7.0132454
Unknown,Unknown Address,52.0814725,-7.5521627
Unknown,Unknown Address,52.8090297,-9.4902981
Unknown,Unknown Address,52.8100808,-9.4728933
Unknown,Unknown Address,52.2027083,-7.9837267
Unknown,Unknown Address,53.3302541,-6.2482256
Unknown,Unknown Address,53.3301985,-6.2495053
Unknown,Unknown Address,53.3300494,-6.2482709
Unknown,Unknown Address,53.331061,-6.2482371
Unknown,Unknown Address,54.3780749,-5.5393057
Unknown,Unknown Address,53.3666045,-6.1473787
Unknown,Unknown Address,53.3687027,-6.1439289
Unknown,Unknown Address,52.2608268,-8.8031649
Unknown,Unknown Address,52.2648376,-8.793799
Unknown,Unknown Address,53.2778831,-6.1365482
Unknown,Unknown Address,53.2774942,-6.1378638
Unknown,Unknown Address,55.0898407,-6.7726211
Charlotte,Unknown Address,53.2795277,-6.1452932
Neptune,Unknown Address,53.2801554,-6.1436214
Unknown,Unknown Address,53.3373716,-6.315903
Unknown,Unknown Address,53.3398677,-6.315596
Unknown,Unknown Address,53.3043119,-8.9336461
Unknown,Unknown Address,53.7220161,-9.899738
Unknown,Unknown Address,53.4620014,-6.2293982
Unknown,Unknown Address,52.341697,-6.465608
Unknown,Unknown Address,55.1127055,-7.2089104
Unknown,Unknown Address,53.2957468,-6.4752337
Unknown,Unknown Address,52.1420535,-9.9809021
Unknown,Unknown Address,53.2891095,-6.2861633
Unknown,Unknown Address,52.1854136,-10.3363631
Unknown,Unknown Address,52.7951689,-6.9911115
Unknown,Unknown Address,53.3397019,-6.2626109
Unknown,Unknown Address,54.7185539,-7.3756635
Unknown,Unknown Address,52.1557635,-9.2339615
Unknown,Unknown Address,52.3434071,-6.4833762
Unknown,Unknown Address,52.3435781,-6.4835806
Unknown,Unknown Address,53.3257319,-6.3511216
Glenevin Waterfall,Unknown Address,55.2675854,-7.4361851
Unknown,Unknown Address,52.3304203,-8.1117884
Unknown,Unknown Address,55.2588024,-7.0140991
Unknown,Unknown Address,53.2889386,-6.3767848
Unknown,Unknown Address,53.9809885,-9.9997437
Unknown,Unknown Address,53.9953416,-10.0592893
Unknown,Unknown Address,53.995773,-10.0544351
Unknown,Unknown Address,53.9305144,-9.9295034
Unknown,Unknown Address,53.8026285,-9.5605811
Unknown,Unknown Address,53.3041295,-6.1882163
Unknown,Unknown Address,53.3105065,-6.2083622
Unknown,Unknown Address,53.3034298,-6.1890141
Unknown,Unknown Address,53.309357,-6.1975948
Unknown,Unknown Address,53.3095374,-6.1955326
Unknown,Unknown Address,53.305354,-6.1874424
Unknown,Unknown Address,53.2918193,-6.2160174
Unknown,Unknown Address,53.2921961,-6.137605
Unknown,Unknown Address,53.2917304,-6.1401518
Unknown,Unknown Address,53.2912959,-6.1339331
Unknown,Unknown Address,53.2912414,-6.1337896
Unknown,Unknown Address,53.2930867,-6.1352836
Unknown,Unknown Address,53.2926835,-6.1357047
Unknown,Unknown Address,53.2926466,-6.1357422
Unknown,Unknown Address,53.2926073,-6.1357784
Unknown,Unknown Address,53.29214,-6.1376627
Unknown,Unknown Address,53.2921688,-6.1376412
Unknown,Unknown Address,53.2931508,-6.1409953
Unknown,Unknown Address,53.2914049,-6.141344
Unknown,Unknown Address,53.294463,-6.1328508
Unknown,Unknown Address,53.2944855,-6.1329044
Unknown,Unknown Address,53.2960886,-6.1469056
Unknown,Unknown Address,53.2961527,-6.1469539
Unknown,Unknown Address,53.2955965,-6.1381978
Unknown,Unknown Address,53.2961367,-6.1415358
Unknown,Unknown Address,53.2962305,-6.1479436
Unknown,Unknown Address,53.2962257,-6.1479892
Unknown,Unknown Address,53.2949328,-6.1442274
Unknown,Unknown Address,53.2953095,-6.1422399
Unknown,Unknown Address,53.2953111,-6.1423498
Unknown,Unknown Address,53.2949007,-6.1421916
Unknown,Unknown Address,52.6572476,-8.5706283
Unknown,Unknown Address,53.2956646,-6.2095941
Unknown,Unknown Address,53.2950626,-6.2096559
Unknown,Unknown Address,53.2950257,-6.209558
Unknown,Unknown Address,53.295041,-6.2096022
Unknown,Unknown Address,53.3039768,-6.2446171
Unknown,Unknown Address,53.3043742,-6.2443596
Unknown,Unknown Address,53.3042556,-6.2495631
Unknown,Unknown Address,53.3034991,-6.250416
Unknown,Unknown Address,53.3046595,-6.2503731
Unknown,Unknown Address,53.3020918,-6.2502176
Unknown,Unknown Address,53.3018674,-6.2502229
Unknown,Unknown Address,53.3020277,-6.2482649
Unknown,Unknown Address,53.3019828,-6.247353
Unknown,Unknown Address,53.3028836,-6.2501693
Unknown,Unknown Address,53.3031241,-6.2501693
Unknown,Unknown Address,53.3033709,-6.2502068
Unknown,Unknown Address,53.3036113,-6.2502015
Unknown,Unknown Address,53.3048583,-6.2503624
Unknown,Unknown Address,53.298494,-6.3036968
Unknown,Unknown Address,53.2973927,-6.2966064
Unknown,Unknown Address,53.2973566,-6.2966278
Unknown,Unknown Address,53.2971354,-6.2967499
Unknown,Unknown Address,53.2970921,-6.2967673
Unknown,Unknown Address,53.2967034,-6.2970932
Unknown,Unknown Address,53.2966625,-6.2971133
Unknown,Unknown Address,53.2963692,-6.2973171
Unknown,Unknown Address,52.2631409,-10.1857746
Unknown,Unknown Address,53.3883995,-6.0706866
Unknown,Unknown Address,53.2924943,-6.2296289
Unknown,Unknown Address,53.2924711,-6.2295216
Unknown,Unknown Address,53.29252,-6.2295619
Unknown,Unknown Address,53.2923075,-6.2294291
Unknown,Unknown Address,53.2922129,-6.229641
Unknown,Unknown Address,53.3106046,-6.2365155
Unknown,Unknown Address,53.3106255,-6.2365597
Unknown,Unknown Address,53.3106471,-6.2366094
Unknown,Unknown Address,53.3106663,-6.236655
Unknown,Unknown Address,53.3014603,-6.1749226
Unknown,Unknown Address,53.3017977,-6.1760384
Unknown,Unknown Address,53.3054501,-6.1872547
Unknown,Unknown Address,53.2982752,-6.1816469
Unknown,Unknown Address,53.2982441,-6.1849329
Unknown,Unknown Address,53.3078185,-6.2470874
Unknown,Unknown Address,53.3079227,-6.2472993
Unknown,Unknown Address,53.2852695,-6.1951599
Unknown,Unknown Address,53.2853208,-6.1951545
Unknown,Unknown Address,53.2688753,-6.1697057
Unknown,Unknown Address,53.261969,-6.1531833
Unknown,Unknown Address,53.260022,-6.1493263
Unknown,Unknown Address,53.2608234,-6.1502436
Unknown,Unknown Address,53.2612089,-6.1510073
Unknown,Unknown Address,53.252614,-6.2135383
Unknown,Unknown Address,53.2532082,-6.2138602
Unknown,Unknown Address,53.2640651,-6.2148567
Unknown,Unknown Address,53.2640402,-6.2149116
Unknown,Unknown Address,53.263964,-6.2150806
Unknown,Unknown Address,53.2639431,-6.2151316
Unknown,Unknown Address,54.6267498,-8.663608
Unknown,Unknown Address,53.1527639,-6.9174197
Unknown,Unknown Address,53.1528041,-6.9174197
Unknown,Unknown Address,53.1528444,-6.9174197
Unknown,Unknown Address,53.1528814,-6.9174305
Unknown,Unknown Address,53.1529216,-6.9174331
Unknown,Unknown Address,53.1529602,-6.9174305
Unknown,Unknown Address,53.2943628,-6.1443856
Unknown,Unknown Address,53.2943412,-6.1443856
Unknown,Unknown Address,53.293934,-6.1499968
Unknown,Unknown Address,53.294742,-6.1671214
Unknown,Unknown Address,53.2986047,-6.1681495
Unknown,Unknown Address,53.2960191,-6.1641146
Unknown,Unknown Address,53.2928882,-6.1524326
Unknown,Unknown Address,53.2935978,-6.1541868
Unknown,Unknown Address,53.2938405,-6.1509077
Unknown,Unknown Address,53.2963363,-6.1629513
Unknown,Unknown Address,53.3016535,-6.2442328
Unknown,Unknown Address,53.3016299,-6.2439589
Unknown,Unknown Address,53.3015657,-6.2432335
Unknown,Unknown Address,53.3016666,-6.242405
Unknown,Unknown Address,53.3017425,-6.2419821
